date,close,high,low,open,quoteVolume,volume,score_std,score,prediction
2015-08-08 08:00:00,0.005350000000000001,0.005488,0.004225,0.0052777,62325.49491908,304.9831979,0.7385758658251667,0.3019321807899022,0.0
2015-08-08 12:00:00,0.00462143,0.00583952,0.00432389,0.00510117,30462.6899074,145.25129723,0.7385758658251667,0.3019321807899022,0.004173655994236469
2015-08-08 16:00:00,0.00306999,0.004770000000000001,0.0026200000000000004,0.00462145,74319.5059742,272.40018875,0.7385758658251667,0.3019321807899022,0.003955647349357605
2015-08-08 20:00:00,0.0031249900000000002,0.00387,0.0029000000000000002,0.00306999,44663.60867215,153.51925855,0.7385758658251667,0.3019321807899022,0.0026875962503254414
2015-08-09 00:00:00,0.0029400000000000003,0.00335,0.0024000000000000002,0.00299999,47119.90495469,126.87069746,0.7385758658251667,0.3019321807899022,0.002342627616599202
2015-08-09 04:00:00,0.00314897,0.0041,0.0026104500000000003,0.0028843700000000002,47505.03212954,152.3322681,0.7385758658251667,0.3019321807899022,0.0020017134957015514
2015-08-09 08:00:00,0.00268,0.0032300000000000002,0.00268,0.00295344,46590.24001448,135.20354439,0.7385758658251667,0.3019321807899022,0.0022876851726323366
2015-08-09 12:00:00,0.00291999,0.002966,0.00262591,0.00270014,23742.41187503,64.14394691,0.7385758658251667,0.3019321807899022,0.001972355879843235
2015-08-09 16:00:00,0.0028103200000000003,0.0031644,0.00257997,0.00291999,79685.56952349,224.99840515,0.7385758658251667,0.3019321807899022,0.0018996368162333965
2015-08-09 20:00:00,0.00258069,0.00304998,0.0025,0.00286747,69344.71636366,194.57457198,0.7385758658251667,0.3019321807899022,0.0020309067331254482
2015-08-10 00:00:00,0.0025900000000000003,0.0027300000000000002,0.0022,0.0026499600000000002,54062.52444367,129.70668758,0.7385758658251667,0.3019321807899022,0.0018801677506417036
2015-08-10 04:00:00,0.002351,0.00265,0.00225987,0.0026289300000000002,54603.91958729,133.16940526,0.7385758658251667,0.3019321807899022,0.0016584258992224932
2015-08-10 08:00:00,0.00253999,0.00255,0.00231002,0.0023894,32330.80127108,79.74773662,0.7385758658251667,0.3019321807899022,0.0015798662789165974
2015-08-10 12:00:00,0.00255,0.002557,0.00244699,0.00253999,35884.31444435,90.52252089,0.7385758658251667,0.3019321807899022,0.001561222830787301
2015-08-10 16:00:00,0.00259999,0.0029021999999999997,0.00250001,0.00254541,67731.66150348,180.19006214,0.7385758658251667,0.3019321807899022,0.0016357693821191788
2015-08-10 20:00:00,0.00264498,0.0027500000000000003,0.0025044,0.0026000000000000003,39962.18505886,105.02885318,0.7385758658251667,0.3019321807899022,0.0018082904862239957
2015-08-11 00:00:00,0.0026799700000000003,0.0027,0.0024890100000000003,0.00264959,89743.18945522,232.3428525,0.7385758658251667,0.3019321807899022,0.001743250759318471
2015-08-11 04:00:00,0.00255,0.0027309,0.002414,0.00267992,92641.18033928,236.94051897,0.7385758658251667,0.3019321807899022,0.0018447036854922771
2015-08-11 08:00:00,0.00258991,0.00269,0.00251,0.00256,57797.89358136,149.15225065,0.7385758658251667,0.3019321807899022,0.0017945102881640196
2015-08-11 12:00:00,0.00298998,0.003,0.00258002,0.0026200000000000004,98117.9109063,277.86794567,0.7385758658251667,0.3019321807899022,0.001744333771057427
2015-08-11 16:00:00,0.0038599800000000003,0.00393499,0.00295501,0.0029800000000000004,287062.98336055,975.10083315,0.7385758658251667,0.3019321807899022,0.0020545022562146187
2015-08-11 20:00:00,0.00395009,0.0044,0.0034411100000000003,0.0037600000000000003,289775.33826603,1135.86970997,0.7385758658251667,0.3019321807899022,0.003000188386067748
2015-08-12 00:00:00,0.00329899,0.004200000000000001,0.00290994,0.00395464,212004.65200617,752.67694105,0.7385758658251667,0.3019321807899022,0.003386078169569373
2015-08-12 04:00:00,0.0036219900000000003,0.00387099,0.00305005,0.0030500600000000003,75231.93344967,270.43654943,0.7385758658251667,0.3019321807899022,0.002884408924728632
2015-08-12 08:00:00,0.00450002,0.00455,0.00352083,0.00356001,163699.15994559,667.30870818,0.7385758658251667,0.3019321807899022,0.0026148122269660234
2015-08-12 12:00:00,0.00447499,0.004798,0.0039900000000000005,0.0045499600000000005,314094.95568934,1381.6417632,0.7385758658251667,0.3019321807899022,0.0034109903499484062
2015-08-12 16:00:00,0.00465008,0.0048000000000000004,0.004311,0.00447499,176702.12874819,805.87363497,0.7385758658251667,0.3019321807899022,0.003929483704268932
2015-08-12 20:00:00,0.0045000000000000005,0.0048822,0.00422387,0.00465008,176087.7193774,812.13743552,0.7385758658251667,0.3019321807899022,0.0038938927464187145
2015-08-13 00:00:00,0.00453022,0.004770000000000001,0.0040100000000000005,0.0045000000000000005,141162.20374175,628.6554897,0.7385758658251667,0.3019321807899022,0.0038616720121353865
2015-08-13 04:00:00,0.00474909,0.00474927,0.004364,0.00459777,68854.72165149,313.57302861,0.7385758658251667,0.3019321807899022,0.003706618444994092
2015-08-13 08:00:00,0.00502999,0.005050000000000001,0.00456401,0.0047491,114499.77664072,550.27663042,0.7385758658251667,0.3019321807899022,0.00377802737057209
2015-08-13 12:00:00,0.005626,0.005626,0.004750000000000001,0.00504995,232736.7849687,1234.3790557,0.7385758658251667,0.3019321807899022,0.004092684015631676
2015-08-13 16:00:00,0.007500000000000001,0.007999,0.0056,0.00563366,503776.56804795,3324.80258582,0.7385758658251667,0.3019321807899022,0.00467861071228981
2015-08-13 20:00:00,0.00695489,0.007911,0.006410000000000001,0.00779992,300068.56593133,2140.98822057,0.7385758658251667,0.3019321807899022,0.0063202036544680595
2015-08-14 00:00:00,0.007496,0.007499,0.00680001,0.0068801900000000004,128011.84914412,928.3727645,0.7385758658251667,0.3019321807899022,0.0065306671895086765
2015-08-14 04:00:00,0.0068119999999999995,0.0077,0.0066500000000000005,0.007490999999999999,220736.42209822,1598.4589675,0.7385758658251667,0.3019321807899022,0.006447331514209509
2015-08-14 08:00:00,0.00842,0.00850751,0.00682382,0.00699885,229348.27963592,1808.06455459,0.7385758658251667,0.3019321807899022,0.006407857872545719
2015-08-14 12:00:00,0.008,0.008888,0.0076,0.00842008,376927.70162545,3105.18715009,0.7385758658251667,0.3019321807899022,0.007114715408533812
2015-08-14 16:00:00,0.007350000000000001,0.00824,0.0068997600000000004,0.008,324026.79839256,2410.70645203,0.7385758658251667,0.3019321807899022,0.007605190388858318
2015-08-14 20:00:00,0.00683103,0.00784001,0.006500000000000001,0.00727011,252153.63381556,1800.75909856,0.7385758658251667,0.3019321807899022,0.006915954407304525
2015-08-15 00:00:00,0.00648999,0.00720508,0.0057,0.0068579999999999995,293989.00908089,1890.97905125,0.7385758658251667,0.3019321807899022,0.006395798642188311
2015-08-15 04:00:00,0.00652006,0.00699056,0.006205,0.00649,65122.66010495,433.55944277,0.7385758658251667,0.3019321807899022,0.005879194475710392
2015-08-15 08:00:00,0.00629944,0.006843999999999999,0.0062039999999999994,0.00662899,54603.91675937,353.80751563,0.7385758658251667,0.3019321807899022,0.005685501266270876
2015-08-15 12:00:00,0.00640002,0.006670000000000001,0.0060925,0.00625001,118400.6543948,733.44510977,0.7385758658251667,0.3019321807899022,0.005578244104981422
2015-08-15 16:00:00,0.0064005,0.0067659999999999994,0.006251,0.006492990000000001,96444.2738526,629.01301487,0.7385758658251667,0.3019321807899022,0.005572473164647818
2015-08-15 20:00:00,0.006377,0.00683298,0.0063,0.00654199,107596.21420895,704.68076091,0.7385758658251667,0.3019321807899022,0.005654698237776756
2015-08-16 00:00:00,0.0055479100000000005,0.006559,0.00552445,0.006377,155047.43556373,925.53029697,0.7385758658251667,0.3019321807899022,0.005697974469512701
2015-08-16 04:00:00,0.00493146,0.00589358,0.00491,0.00569697,302705.42480315,1596.21524293,0.7385758658251667,0.3019321807899022,0.00516093336045742
2015-08-16 08:00:00,0.0052030999999999996,0.00562879,0.0041500999999999994,0.004911,388742.4739554,1811.15123847,0.7385758658251667,0.3019321807899022,0.004715253133326769
2015-08-16 12:00:00,0.00506797,0.005770000000000001,0.00471001,0.00539999,277986.65920191,1474.89464897,0.7385758658251667,0.3019321807899022,0.0044687665067613125
2015-08-16 16:00:00,0.00503797,0.0056,0.00493101,0.00506794,135465.45932734,704.69773823,0.7385758658251667,0.3019321807899022,0.004622396547347307
2015-08-16 20:00:00,0.00618999,0.00621,0.00496001,0.00500005,209360.66971317,1153.78393316,0.7385758658251667,0.3019321807899022,0.004403014667332172
2015-08-17 00:00:00,0.0057808700000000005,0.006195,0.00538,0.00618999,122725.96492676,711.54861334,0.7385758658251667,0.3019321807899022,0.0050028543919324875
2015-08-17 04:00:00,0.0056,0.0060332,0.005501,0.0057808700000000005,89232.23421346,508.62378041,0.7385758658251667,0.3019321807899022,0.005044951103627682
2015-08-17 08:00:00,0.00557398,0.00569503,0.00547215,0.0056,59582.42642849,332.55182928,0.7385758658251667,0.3019321807899022,0.0048852101899683475
